T,T1,regime,group,thscode,name,industry,score,factors,reason,catalyst,tech,watch,watch_range,risk,priority
2026-01-08,2026-01-09,normal,lu,601399.SH,国机重装,专用设备,92.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 可控核聚变方向 2板 封单比14.8% 涨停时间09:34 题材内涨停6家 成交15.5亿,可控核聚变+工业母机+央企,2连板 换手承接量比0.85,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.06,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-08,2026-01-09,normal,nlu,600184.SH,光电股份,军工装备,91.88671875,"{'sector': 0.9854687500000001, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工装备](当日涨幅分位99%, 板块涨停7家) 距60日高点11.0% 20日涨幅7.7%",板块[军工装备]轮动延续/资金承接,收盘20.68 MA20上方 量比1.09,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收20.68,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-08,2026-01-09,normal,nlu,603185.SH,弘元绿能,光伏设备,91.75390625,"{'sector': 0.95015625, 'trend': 1.0, 'pos': 1.0, 'mom': 0.7, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[光伏设备](当日涨幅分位97%, 板块涨停2家) 距60日高点17.9% 20日涨幅0.6%",板块[光伏设备]轮动延续/资金承接,收盘31.34 MA20上方 量比0.95,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收31.34,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-09,2026-01-12,aggressive,lu,002519.SZ,银河电子,军工电子,92.0,"{'theme': 1.0, 'ladder': 0.6, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 5板 封单比37.9% 涨停时间09:31 题材内涨停16家 成交7.8亿,商业航天+军工电子+储能,5连板 换手承接量比0.83,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.43,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,lu,001400.SZ,江顺科技,专用设备,87.0,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比10.3% 涨停时间09:49 题材内涨停16家 成交4.4亿,商业航天+液冷服务器+铝挤压模具,4连板 换手承接量比1.05,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收113.59,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-09,2026-01-12,aggressive,nlu,603516.SH,淳中科技,计算机设备,88.390625,"{'sector': 0.745625, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[计算机设备](当日涨幅分位72%, 板块涨停2家) 距60日高点10.6% 20日涨幅25.7%",板块[计算机设备]轮动延续/资金承接,收盘231.18 MA20上方 量比0.91,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收231.18,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-12,2026-01-13,aggressive,lu,601106.SH,中国一重,专用设备,90.0,"{'theme': 1.0, 'ladder': 0.8, 'seal': 0.7, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 4板 封单比12.0% 涨停时间09:37 题材内涨停34家 成交22.4亿,商业航天+可控核聚变+资产出售,4连板 换手承接量比1.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.95,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,lu,605398.SH,新炬网络,IT服务,88.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 1板 封单比18.3% 涨停时间10:05 题材内涨停8家 成交4.0亿,AI应用+智能运维+信创生态,1连板 换手承接量比1.62,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收34.36,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-12,2026-01-13,aggressive,nlu,002272.SZ,川润股份,通用设备,89.9453125,"{'sector': 0.8078125, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[通用设备](当日涨幅分位80%, 板块涨停11家) 距60日高点13.1% 20日涨幅22.6%",板块[通用设备]轮动延续/资金承接,收盘17.10 MA20上方 量比1.07,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收17.10,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-13,2026-01-14,defensive,lu,601992.SH,金隅集团,建筑材料,95.0,"{'theme': 0.8, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 2板 封单比86.1% 涨停时间09:30 题材内涨停5家 成交3.9亿,商业航天+可控核聚变+北京国资,2连板 换手承接量比1.10,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收2.13,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-13,2026-01-14,defensive,lu,000593.SZ,德龙汇能,燃气,86.0,"{'theme': 0.2, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 股权转让方向 2板 封单比17.7% 涨停时间09:25 题材内涨停2家 成交4.9亿,股权转让+城市燃气+氢能中心,2连板 换手承接量比1.02,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收15.83,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-13,2026-01-14,defensive,nlu,600858.SH,银座股份,零售,86.0859375,"{'sector': 0.6034375000000001, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 0.6, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[零售](当日涨幅分位41%, 板块涨停3家) 距60日高点15.2% 20日涨幅13.4%",板块[零售]轮动延续/资金承接,收盘6.93 MA20上方 量比1.02,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收6.93,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,lu,600662.SH,外服控股,其他社会服务,98.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 2板 封单比23.7% 涨停时间09:38 题材内涨停7家 成交4.6亿,AI应用+人力资源服务+上海国企改革,2连板 换手承接量比2.40,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.25,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,lu,002879.SZ,长缆科技,电网设备,91.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 商业航天方向 1板 封单比23.2% 涨停时间09:25 题材内涨停11家 成交3.0亿,商业航天+超高压电缆+液冷+股份支付费用冲回,1连板 换手承接量比1.15,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收20.76,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-14,2026-01-15,normal,nlu,600850.SH,电科数字,IT服务,91.7265625,"{'sector': 0.9790625, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.6}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[IT服务](当日涨幅分位97%, 板块涨停8家) 距60日高点10.3% 20日涨幅12.5%",板块[IT服务]轮动延续/资金承接,收盘26.67 MA20上方 量比0.99,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收26.67,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-14,2026-01-15,normal,nlu,002462.SZ,嘉事堂,医药商业,91.25,"{'sector': 0.8600000000000001, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[医药商业](当日涨幅分位79%, 板块涨停2家) 距60日高点14.5% 20日涨幅6.2%",板块[医药商业]轮动延续/资金承接,收盘16.68 MA20上方 量比0.73,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收16.68,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-15,2026-01-16,defensive,lu,600662.SH,外服控股,其他社会服务,76.0,"{'theme': 0.2, 'ladder': 1.0, 'seal': 0.4, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: AI应用方向 3板 封单比5.2% 涨停时间09:30 题材内涨停2家 成交9.9亿,AI应用+人力资源服务+上海国企改革,3连板 换手承接量比2.49,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收6.88,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-15,2026-01-16,defensive,lu,603023.SH,威帝股份,汽车零部件,69.0,"{'theme': 0.2, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 0.6, 'struct': 0.6}",涨停组: 重大资产重组方向 1板 封单比76.6% 涨停时间09:35 题材内涨停2家 成交1.8亿,重大资产重组+乘用车拓展+无人驾驶+国企改革,1连板 换手承接量比0.74,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.94,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-15,2026-01-16,defensive,nlu,002451.SZ,摩恩电气,电网设备,93.5546875,"{'sector': 0.8021875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位72%, 板块涨停3家) 距60日高点17.7% 20日涨幅21.0%",板块[电网设备]轮动延续/资金承接,收盘12.49 MA20上方 量比1.01,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收12.49,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-16,2026-01-19,defensive,lu,002339.SZ,积成电子,电网设备,88.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 1板 封单比26.6% 涨停时间10:24 题材内涨停6家 成交7.2亿,电网设备+中标+特高压,1连板 换手承接量比1.58,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收10.36,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-16,2026-01-19,defensive,lu,603638.SH,艾迪精密,工程机械,85.0,"{'theme': 1.0, 'ladder': 0.55, 'seal': 1.0, 'time': 0.7, 'liq': 1.0, 'struct': 1.0}",涨停组: 人形机器人方向 1板 封单比17.2% 涨停时间10:36 题材内涨停7家 成交3.3亿,人形机器人+RV减速机+储能,1连板 换手承接量比1.97,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收21.27,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-16,2026-01-19,defensive,nlu,600869.SH,远东股份,电网设备,94.48046875,"{'sector': 0.93921875, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位91%, 板块涨停8家) 距60日高点16.6% 20日涨幅28.8%",板块[电网设备]轮动延续/资金承接,收盘10.02 MA20上方 量比0.72,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收10.02,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,lu,601616.SH,广电电气,电网设备,98.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比17.9% 涨停时间09:31 题材内涨停6家 成交6.5亿,电网设备+数据中心+出口,2连板 换手承接量比1.62,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.04,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,lu,002339.SZ,积成电子,电网设备,98.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 2板 封单比15.3% 涨停时间09:34 题材内涨停6家 成交7.5亿,电网设备+中标+特高压,2连板 换手承接量比1.35,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收11.4,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-19,2026-01-20,normal,nlu,002451.SZ,摩恩电气,电网设备,98.1875,"{'sector': 0.9875, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电网设备](当日涨幅分位98%, 板块涨停21家) 距60日高点18.0% 20日涨幅26.8%",板块[电网设备]轮动延续/资金承接,收盘12.44 MA20上方 量比0.68,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收12.44,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-19,2026-01-20,normal,nlu,002326.SZ,永太科技,化学制品,89.8203125,"{'sector': 0.8028124999999999, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[化学制品](当日涨幅分位73%, 板块涨停4家) 距60日高点14.7% 20日涨幅27.6%",板块[化学制品]轮动延续/资金承接,收盘28.15 MA20上方 量比0.93,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收28.15,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-20,2026-01-21,normal,lu,601616.SH,广电电气,电网设备,91.0,"{'theme': 0.4, 'ladder': 1.0, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 电网设备方向 3板 封单比45.4% 涨停时间09:30 题材内涨停3家 成交4.0亿,电网设备+数据中心+出口,3连板 换手承接量比0.90,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收5.54,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,normal,lu,600230.SH,沧州大化,化学制品,80.0,"{'theme': 0.4, 'ladder': 0.9, 'seal': 0.7, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 化工方向 2板 封单比9.6% 涨停时间10:14 题材内涨停3家 成交5.7亿,化工+TDI涨价+聚碳酸酯（PC）+国企改革,2连板 换手承接量比1.66,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收18.15,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-20,2026-01-21,normal,nlu,002218.SZ,拓日新能,电力,93.5859375,"{'sector': 0.8034375, 'trend': 1.0, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[电力](当日涨幅分位74%, 板块涨停2家) 距60日高点18.8% 20日涨幅17.6%",板块[电力]轮动延续/资金承接,收盘5.00 MA20上方 量比1.09,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收5.00,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-20,2026-01-21,normal,nlu,600133.SH,东湖高新,环境治理,91.078125,"{'sector': 0.7931250000000001, 'trend': 1.0, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[环境治理](当日涨幅分位75%, 板块涨停2家) 距60日高点11.3% 20日涨幅12.9%",板块[环境治理]轮动延续/资金承接,收盘10.02 MA20上方 量比0.64,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收10.02,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-21,2026-01-22,aggressive,lu,002809.SZ,红墙股份,化学制品,86.0,"{'theme': 0.2, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 环氧丙烷方向 2板 封单比16.9% 涨停时间09:30 题材内涨停2家 成交3.6亿,环氧丙烷+化工+装配式建筑,2连板 换手承接量比2.45,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收13.31,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-21,2026-01-22,aggressive,lu,601212.SH,白银有色,工业金属,77.0,"{'theme': 0.6, 'ladder': 0.9, 'seal': 0.4, 'time': 0.85, 'liq': 1.0, 'struct': 1.0}",涨停组: 黄金方向 2板 封单比4.5% 涨停时间10:15 题材内涨停4家 成交41.3亿,黄金+有色金属+锂电材料,2连板 换手承接量比1.07,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.57,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-21,2026-01-22,aggressive,nlu,600877.SH,电科芯片,半导体,93.421875,"{'sector': 0.9568749999999999, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[半导体](当日涨幅分位93%, 板块涨停5家) 距60日高点17.3% 20日涨幅29.1%",板块[半导体]轮动延续/资金承接,收盘20.26 MA20上方 量比1.14,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收20.26,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-22,2026-01-23,normal,lu,002342.SZ,巨力索具,通用设备,92.0,"{'theme': 1.0, 'ladder': 0.9, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 0.6}",涨停组: 商业航天方向 2板 封单比17.3% 涨停时间09:31 题材内涨停8家 成交12.7亿,商业航天+深海系泊+索具龙头,2连板 换手承接量比0.71,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收12.31,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-22,2026-01-23,normal,lu,601608.SH,中信重工,专用设备,85.0,"{'theme': 0.6, 'ladder': 0.55, 'seal': 1.0, 'time': 1.0, 'liq': 1.0, 'struct': 1.0}",涨停组: 人形机器人方向 1板 封单比21.7% 涨停时间09:36 题材内涨停4家 成交7.1亿,人形机器人+商业航天+央企,1连板 换手承接量比1.31,"次日竞价与开盘承接: 高开幅度观察区间[-2%,+5%]; 开盘涨幅≤+3%且不破昨收-3%视为买点触发",昨收8.0,高位情绪兑现/次日低开大幅回撤/炸板断板,1
2026-01-22,2026-01-23,normal,nlu,603011.SH,合锻智能,专用设备,88.5390625,"{'sector': 0.7015625000000001, 'trend': 0.8, 'pos': 1.0, 'mom': 1.0, 'liq': 1.0, 'recog': 1.0}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[专用设备](当日涨幅分位64%, 板块涨停4家) 距60日高点17.8% 20日涨幅22.6%",板块[专用设备]轮动延续/资金承接,收盘27.12 MA20上方 量比0.80,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收27.12,板块退潮补跌/资金承接不足/持续阴跌,1
2026-01-22,2026-01-23,normal,nlu,600967.SH,内蒙一机,军工装备,87.9453125,"{'sector': 0.8878124999999999, 'trend': 0.8, 'pos': 0.85, 'mom': 1.0, 'liq': 1.0, 'recog': 0.85}","非涨停组: 趋势结构多头(MA20>MA60且上行), 处于活跃板块[军工装备](当日涨幅分位98%, 板块涨停4家) 距60日高点13.7% 20日涨幅15.4%",板块[军工装备]轮动延续/资金承接,收盘18.29 MA20上方 量比0.71,"次日开盘[-2%,+3%]为观察区间; 收盘站上max(开盘,昨收)视为买点触发",昨收18.29,板块退潮补跌/资金承接不足/持续阴跌,1
